FlightNumber,Airline,DepartureAirport,ArrivalAirport,ScheduledDepartureTime,ActualDepartureTime,DelayDuration,DelayCause,Date,PassengerImpact,FlightStatus
AA421,Southwest Airlines,SEA,JFK,06-03-2025 13:45,06-03-2025 13:50,5.0,Weather,06-03-2025,Minimal,Delayed
DL486,United Airlines,DEN,LAX,16-02-2025 23:30,17-02-2025 01:00,90.0,Late Aircraft,16-02-2025,Major impact,Delayed
DL916,United Airlines,MIA,DFW,11-02-2025 11:00,11-02-2025 11:15,15.0,Security,11-02-2025,Minimal,Delayed
AA665,Alaska Airlines,JFK,MIA,07-01-2025 13:15,07-01-2025 16:15,180.0,Late Aircraft,07-01-2025,Missed connections,Delayed
AA890,JetBlue Airways,MIA,ATL,17-01-2025 02:00,17-01-2025 02:05,5.0,Weather,17-01-2025,Minimal,Delayed
UA954,JetBlue Airways,LAX,PHX,28-04-2025 16:00,28-04-2025 16:45,45.0,Technical,28-04-2025,Moderate,Delayed
SW610,Delta Air Lines,MIA,DFW,18-02-2025 22:15,18-02-2025 22:25,10.0,Late Aircraft,18-02-2025,Minimal,Delayed
AS785,Alaska Airlines,ORD,SEA,08-02-2025 05:00,08-02-2025 06:30,90.0,Technical,08-02-2025,Missed connections,Delayed
JB541,Delta Air Lines,LAX,DEN,10-04-2025 08:00,10-04-2025 08:05,5.0,Late Aircraft,10-04-2025,Minimal,Delayed
AS499,Delta Air Lines,DEN,SFO,07-04-2025 09:00,07-04-2025 09:30,30.0,Crew,07-04-2025,Moderate,Delayed
AS291,United Airlines,DFW,JFK,27-03-2025 02:45,27-03-2025 04:15,90.0,Crew,27-03-2025,Missed connections,Delayed
AS237,Southwest Airlines,PHX,JFK,28-03-2025 22:30,28-03-2025 22:35,5.0,Crew,28-03-2025,Minimal,Delayed
AS327,Delta Air Lines,LAX,ATL,13-01-2025 22:45,13-01-2025 22:55,10.0,Security,13-01-2025,Minimal,Delayed
DL346,JetBlue Airways,LAX,ORD,05-03-2025 06:15,05-03-2025 07:15,60.0,Technical,05-03-2025,Moderate,Delayed
SW197,Southwest Airlines,MIA,SFO,10-04-2025 17:00,10-04-2025 17:15,15.0,Technical,10-04-2025,Minimal,Delayed
AA350,Alaska Airlines,SFO,DEN,02-03-2025 20:45,02-03-2025 21:30,45.0,Security,02-03-2025,Moderate,Delayed
AS525,American Airlines,PHX,DFW,20-02-2025 11:30,20-02-2025 11:35,5.0,Weather,20-02-2025,Minimal,Delayed
AA927,American Airlines,MIA,ORD,14-01-2025 17:30,14-01-2025 19:00,90.0,Security,14-01-2025,Missed connections,Delayed
JB251,American Airlines,DFW,MIA,05-02-2025 10:30,05-02-2025 10:40,10.0,Crew,05-02-2025,Minimal,Delayed
UA745,American Airlines,DEN,DFW,05-03-2025 12:45,05-03-2025 12:50,5.0,Security,05-03-2025,Minimal,Delayed
DL469,Southwest Airlines,SFO,LAX,15-04-2025 00:45,15-04-2025 02:45,120.0,Weather,15-04-2025,Missed connections,Delayed
DL202,Delta Air Lines,DFW,DEN,25-04-2025 10:30,25-04-2025 12:00,90.0,Security,25-04-2025,Major impact,Delayed
AA597,Alaska Airlines,SEA,SFO,08-04-2025 17:15,08-04-2025 20:15,180.0,Crew,08-04-2025,Missed connections,Delayed
DL588,Alaska Airlines,MIA,PHX,18-01-2025 13:00,18-01-2025 14:00,60.0,Security,18-01-2025,Moderate,Delayed
AA204,Alaska Airlines,DEN,MIA,30-03-2025 22:00,30-03-2025 22:05,5.0,Security,30-03-2025,Minimal,Delayed
SW990,Alaska Airlines,ORD,PHX,24-03-2025 19:45,24-03-2025 22:45,180.0,Crew,24-03-2025,Major impact,Delayed
UA693,Southwest Airlines,PHX,DFW,19-01-2025 10:00,19-01-2025 13:00,180.0,Crew,19-01-2025,Major impact,Delayed
DL210,Delta Air Lines,DFW,DEN,10-04-2025 04:45,10-04-2025 07:45,180.0,Weather,10-04-2025,Missed connections,Delayed
AA757,Southwest Airlines,ATL,ORD,09-02-2025 17:15,09-02-2025 17:45,30.0,Crew,09-02-2025,Moderate,Delayed
AA452,Southwest Airlines,LAX,DFW,26-04-2025 22:45,27-04-2025 01:45,180.0,Technical,26-04-2025,Missed connections,Delayed
AS249,Delta Air Lines,MIA,DEN,15-03-2025 10:00,15-03-2025 10:30,30.0,Crew,15-03-2025,Moderate,Delayed
DL589,Delta Air Lines,JFK,LAX,27-03-2025 16:45,27-03-2025 18:15,90.0,Weather,27-03-2025,Major impact,Delayed
AA149,American Airlines,SFO,PHX,08-01-2025 19:30,08-01-2025 19:40,10.0,Crew,08-01-2025,Minimal,Delayed
SW892,Delta Air Lines,MIA,DFW,22-04-2025 18:45,22-04-2025 19:00,15.0,Weather,22-04-2025,Minimal,Delayed
DL752,United Airlines,ORD,JFK,25-04-2025 15:45,25-04-2025 16:30,45.0,Late Aircraft,25-04-2025,Moderate,Delayed
AS559,Delta Air Lines,SFO,SEA,27-03-2025 04:15,27-03-2025 07:15,180.0,Weather,27-03-2025,Missed connections,Delayed
SW493,American Airlines,ATL,LAX,09-04-2025 08:00,09-04-2025 11:00,180.0,Security,09-04-2025,Missed connections,Delayed
DL303,Delta Air Lines,SEA,DFW,12-01-2025 04:30,12-01-2025 04:45,15.0,Technical,12-01-2025,Minimal,Delayed
DL794,American Airlines,LAX,DFW,01-01-2025 12:00,01-01-2025 13:30,90.0,Technical,01-01-2025,Missed connections,Delayed
SW659,JetBlue Airways,DEN,SEA,16-01-2025 06:15,16-01-2025 09:15,180.0,Crew,16-01-2025,Missed connections,Delayed
AA843,Delta Air Lines,PHX,DEN,07-01-2025 04:45,07-01-2025 04:50,5.0,Weather,07-01-2025,Minimal,Delayed
UA154,Delta Air Lines,SEA,DFW,29-03-2025 08:00,29-03-2025 11:00,180.0,Weather,29-03-2025,Major impact,Delayed
AS909,Southwest Airlines,MIA,ATL,28-04-2025 05:00,28-04-2025 05:15,15.0,Weather,28-04-2025,Minimal,Delayed
JB649,Delta Air Lines,LAX,ORD,03-02-2025 16:45,03-02-2025 19:45,180.0,Crew,03-02-2025,Missed connections,Delayed
DL656,Alaska Airlines,DEN,SEA,04-01-2025 10:15,04-01-2025 12:15,120.0,Weather,04-01-2025,Missed connections,Delayed
JB657,Alaska Airlines,SFO,SEA,29-03-2025 03:45,29-03-2025 03:50,5.0,Late Aircraft,29-03-2025,Minimal,Delayed
DL186,Alaska Airlines,ATL,DFW,29-01-2025 20:30,29-01-2025 20:45,15.0,Weather,29-01-2025,Minimal,Delayed
JB507,Southwest Airlines,PHX,JFK,13-03-2025 18:30,13-03-2025 21:30,180.0,Crew,13-03-2025,Major impact,Delayed
SW589,Delta Air Lines,MIA,ATL,04-01-2025 19:45,04-01-2025 19:55,10.0,Security,04-01-2025,Minimal,Delayed
SW617,Southwest Airlines,ATL,DFW,10-02-2025 16:15,10-02-2025 16:20,5.0,Security,10-02-2025,Minimal,Delayed
UA873,Southwest Airlines,SFO,DEN,29-03-2025 14:00,29-03-2025 14:10,10.0,Technical,29-03-2025,Minimal,Delayed
JB503,Delta Air Lines,ATL,SFO,16-04-2025 19:30,16-04-2025 20:00,30.0,Technical,16-04-2025,Moderate,Delayed
AS689,United Airlines,SFO,DFW,21-04-2025 06:00,21-04-2025 06:15,15.0,Crew,21-04-2025,Minimal,Delayed
DL689,Delta Air Lines,SFO,DFW,22-04-2025 22:15,22-04-2025 23:15,60.0,Weather,22-04-2025,Moderate,Delayed
JB176,American Airlines,SEA,MIA,22-01-2025 01:15,22-01-2025 02:15,60.0,Security,22-01-2025,Moderate,Delayed
AA188,United Airlines,DFW,SEA,09-02-2025 02:30,09-02-2025 02:40,10.0,Crew,09-02-2025,Minimal,Delayed
DL209,Delta Air Lines,ATL,SFO,21-03-2025 06:45,21-03-2025 09:45,180.0,Weather,21-03-2025,Major impact,Delayed
SW971,United Airlines,JFK,LAX,21-03-2025 08:15,21-03-2025 08:25,10.0,Crew,21-03-2025,Minimal,Delayed
AA136,United Airlines,ATL,MIA,19-02-2025 19:00,19-02-2025 22:00,180.0,Late Aircraft,19-02-2025,Major impact,Delayed
UA511,Delta Air Lines,ATL,SFO,13-03-2025 13:45,13-03-2025 14:45,60.0,Security,13-03-2025,Moderate,Delayed
SW651,Southwest Airlines,ORD,DEN,21-04-2025 05:15,21-04-2025 06:15,60.0,Security,21-04-2025,Moderate,Delayed
UA906,Alaska Airlines,PHX,ORD,23-01-2025 16:15,23-01-2025 16:25,10.0,Weather,23-01-2025,Minimal,Delayed
SW440,American Airlines,ATL,JFK,23-04-2025 01:00,23-04-2025 01:45,45.0,Crew,23-04-2025,Moderate,Delayed
AA313,American Airlines,DEN,SFO,03-03-2025 01:15,03-03-2025 02:45,90.0,Security,03-03-2025,Major impact,Delayed
UA410,United Airlines,MIA,PHX,20-03-2025 12:45,20-03-2025 14:45,120.0,Technical,20-03-2025,Missed connections,Delayed
AS327,Southwest Airlines,SEA,MIA,03-04-2025 09:45,03-04-2025 09:50,5.0,Technical,03-04-2025,Minimal,Delayed
JB856,Alaska Airlines,ATL,SFO,06-02-2025 06:00,06-02-2025 06:15,15.0,Security,06-02-2025,Minimal,Delayed
SW368,Southwest Airlines,ATL,ORD,02-04-2025 17:45,02-04-2025 20:45,180.0,Technical,02-04-2025,Missed connections,Delayed
AS189,Alaska Airlines,SEA,ATL,11-04-2025 05:30,11-04-2025 06:30,60.0,Crew,11-04-2025,Moderate,Delayed
UA245,JetBlue Airways,LAX,PHX,15-04-2025 21:45,16-04-2025 00:45,180.0,Technical,15-04-2025,Major impact,Delayed
JB989,Delta Air Lines,SEA,LAX,24-03-2025 15:15,24-03-2025 15:45,30.0,Technical,24-03-2025,Moderate,Delayed
AS845,Delta Air Lines,PHX,ATL,18-04-2025 00:30,18-04-2025 00:45,15.0,Security,18-04-2025,Minimal,Delayed
JB177,Alaska Airlines,ORD,DFW,12-03-2025 17:15,12-03-2025 17:30,15.0,Crew,12-03-2025,Minimal,Delayed
AS350,JetBlue Airways,MIA,DFW,10-02-2025 17:30,10-02-2025 17:40,10.0,Late Aircraft,10-02-2025,Minimal,Delayed
SW854,Alaska Airlines,SEA,DFW,21-01-2025 12:30,21-01-2025 12:35,5.0,Security,21-01-2025,Minimal,Delayed
UA691,Southwest Airlines,PHX,LAX,24-01-2025 14:45,24-01-2025 15:00,15.0,Late Aircraft,24-01-2025,Minimal,Delayed
AS937,United Airlines,ATL,PHX,28-04-2025 16:15,28-04-2025 16:20,5.0,Weather,28-04-2025,Minimal,Delayed
JB600,JetBlue Airways,SEA,PHX,06-03-2025 16:45,06-03-2025 17:15,30.0,Crew,06-03-2025,Moderate,Delayed
UA289,Delta Air Lines,MIA,SFO,29-04-2025 01:00,29-04-2025 01:45,45.0,Crew,29-04-2025,Moderate,Delayed
SW760,American Airlines,PHX,DEN,15-01-2025 14:00,15-01-2025 14:15,15.0,Technical,15-01-2025,Minimal,Delayed
JB867,United Airlines,JFK,ATL,08-02-2025 06:45,08-02-2025 09:45,180.0,Technical,08-02-2025,Major impact,Delayed
DL105,JetBlue Airways,SFO,MIA,11-01-2025 06:45,11-01-2025 06:55,10.0,Technical,11-01-2025,Minimal,Delayed
SW519,Southwest Airlines,ATL,JFK,15-01-2025 19:00,15-01-2025 20:30,90.0,Late Aircraft,15-01-2025,Major impact,Delayed
DL142,American Airlines,PHX,JFK,27-02-2025 04:30,27-02-2025 07:30,180.0,Late Aircraft,27-02-2025,Major impact,Delayed
JB864,Alaska Airlines,DFW,JFK,07-02-2025 18:15,07-02-2025 19:15,60.0,Technical,07-02-2025,Moderate,Delayed
AS283,Southwest Airlines,ORD,PHX,14-01-2025 04:30,14-01-2025 04:40,10.0,Crew,14-01-2025,Minimal,Delayed
JB799,Southwest Airlines,MIA,ATL,29-04-2025 10:00,29-04-2025 11:00,60.0,Technical,29-04-2025,Moderate,Delayed
AA929,Alaska Airlines,JFK,ORD,02-04-2025 21:30,02-04-2025 23:30,120.0,Weather,02-04-2025,Major impact,Delayed
SW221,Delta Air Lines,ORD,DFW,24-02-2025 11:30,24-02-2025 13:00,90.0,Crew,24-02-2025,Major impact,Delayed
AA365,American Airlines,ATL,JFK,19-01-2025 15:00,19-01-2025 16:00,60.0,Security,19-01-2025,Moderate,Delayed
DL670,Southwest Airlines,ORD,JFK,22-01-2025 19:00,22-01-2025 19:10,10.0,Late Aircraft,22-01-2025,Minimal,Delayed
JB122,Southwest Airlines,DFW,ATL,17-01-2025 09:00,17-01-2025 09:45,45.0,Technical,17-01-2025,Moderate,Delayed
SW677,Alaska Airlines,SEA,DEN,24-02-2025 09:00,24-02-2025 10:00,60.0,Crew,24-02-2025,Moderate,Delayed
DL352,United Airlines,SEA,LAX,18-01-2025 08:45,18-01-2025 08:55,10.0,Weather,18-01-2025,Minimal,Delayed
AA916,JetBlue Airways,LAX,JFK,27-01-2025 00:45,27-01-2025 00:55,10.0,Late Aircraft,27-01-2025,Minimal,Delayed
AA600,Delta Air Lines,SFO,PHX,06-01-2025 17:00,06-01-2025 18:00,60.0,Late Aircraft,06-01-2025,Moderate,Delayed
JB131,Alaska Airlines,LAX,SFO,01-04-2025 01:45,01-04-2025 04:45,180.0,Weather,01-04-2025,Missed connections,Delayed
DL155,Southwest Airlines,DFW,SFO,11-01-2025 01:30,11-01-2025 04:30,180.0,Crew,11-01-2025,Missed connections,Delayed
SW279,American Airlines,DFW,JFK,03-01-2025 18:45,03-01-2025 21:45,180.0,Security,03-01-2025,Missed connections,Delayed
AS539,JetBlue Airways,ORD,MIA,04-01-2025 06:00,04-01-2025 07:00,60.0,Technical,04-01-2025,Moderate,Delayed
DL180,United Airlines,PHX,LAX,09-03-2025 07:15,09-03-2025 09:15,120.0,Weather,09-03-2025,Major impact,Delayed
AA557,JetBlue Airways,SEA,MIA,16-01-2025 08:00,16-01-2025 08:45,45.0,Security,16-01-2025,Moderate,Delayed
JB169,Alaska Airlines,PHX,ORD,15-03-2025 00:30,15-03-2025 00:40,10.0,Crew,15-03-2025,Minimal,Delayed
AA361,JetBlue Airways,PHX,MIA,05-01-2025 18:30,05-01-2025 20:30,120.0,Late Aircraft,05-01-2025,Missed connections,Delayed
AS166,Delta Air Lines,SEA,MIA,29-03-2025 03:45,29-03-2025 06:45,180.0,Crew,29-03-2025,Major impact,Delayed
SW201,Delta Air Lines,DFW,MIA,06-02-2025 01:45,06-02-2025 02:30,45.0,Technical,06-02-2025,Moderate,Delayed
DL880,United Airlines,SFO,ATL,27-01-2025 23:30,27-01-2025 23:40,10.0,Security,27-01-2025,Minimal,Delayed
AA168,Alaska Airlines,ORD,ATL,24-04-2025 13:15,24-04-2025 15:15,120.0,Weather,24-04-2025,Missed connections,Delayed
JB964,Delta Air Lines,LAX,ATL,22-02-2025 01:15,22-02-2025 01:20,5.0,Crew,22-02-2025,Minimal,Delayed
AA931,American Airlines,ORD,PHX,06-01-2025 13:45,06-01-2025 13:55,10.0,Technical,06-01-2025,Minimal,Delayed
SW790,JetBlue Airways,ORD,ATL,18-03-2025 21:45,19-03-2025 00:45,180.0,Technical,18-03-2025,Missed connections,Delayed
SW692,Alaska Airlines,SEA,JFK,04-02-2025 01:30,04-02-2025 01:40,10.0,Crew,04-02-2025,Minimal,Delayed
AA909,JetBlue Airways,SFO,LAX,15-02-2025 13:00,15-02-2025 16:00,180.0,Technical,15-02-2025,Major impact,Delayed
AS927,Alaska Airlines,MIA,PHX,29-01-2025 10:45,29-01-2025 12:45,120.0,Security,29-01-2025,Missed connections,Delayed
AS146,JetBlue Airways,SFO,ORD,17-04-2025 19:45,17-04-2025 20:15,30.0,Crew,17-04-2025,Moderate,Delayed
SW126,United Airlines,SEA,PHX,09-02-2025 04:00,09-02-2025 04:15,15.0,Security,09-02-2025,Minimal,Delayed
SW245,Delta Air Lines,DEN,DFW,16-04-2025 20:45,16-04-2025 23:45,180.0,Technical,16-04-2025,Major impact,Delayed
JB908,Delta Air Lines,ORD,PHX,21-02-2025 17:15,21-02-2025 18:45,90.0,Technical,21-02-2025,Missed connections,Delayed
DL870,JetBlue Airways,SEA,LAX,24-02-2025 00:00,24-02-2025 00:10,10.0,Technical,24-02-2025,Minimal,Delayed
DL144,United Airlines,DEN,PHX,07-03-2025 03:45,07-03-2025 03:50,5.0,Technical,07-03-2025,Minimal,Delayed
UA868,United Airlines,SEA,ATL,03-02-2025 03:00,03-02-2025 03:05,5.0,Technical,03-02-2025,Minimal,Delayed
AS166,JetBlue Airways,ATL,DEN,18-03-2025 17:00,18-03-2025 17:05,5.0,Late Aircraft,18-03-2025,Minimal,Delayed
JB248,American Airlines,ORD,LAX,26-02-2025 08:45,26-02-2025 08:55,10.0,Technical,26-02-2025,Minimal,Delayed
JB289,Southwest Airlines,SFO,ORD,11-03-2025 13:15,11-03-2025 14:45,90.0,Security,11-03-2025,Missed connections,Delayed
AA213,American Airlines,PHX,ATL,03-04-2025 19:15,03-04-2025 21:15,120.0,Crew,03-04-2025,Major impact,Delayed
SW811,American Airlines,DEN,LAX,10-01-2025 15:00,10-01-2025 15:05,5.0,Technical,10-01-2025,Minimal,Delayed
JB870,JetBlue Airways,SFO,DFW,23-02-2025 10:15,23-02-2025 10:30,15.0,Weather,23-02-2025,Minimal,Delayed
UA435,United Airlines,PHX,JFK,18-02-2025 15:00,18-02-2025 15:45,45.0,Technical,18-02-2025,Moderate,Delayed
JB356,Delta Air Lines,JFK,DEN,28-04-2025 12:45,28-04-2025 13:30,45.0,Security,28-04-2025,Moderate,Delayed
SW609,Southwest Airlines,JFK,SFO,12-04-2025 13:30,12-04-2025 14:15,45.0,Crew,12-04-2025,Moderate,Delayed
SW747,United Airlines,PHX,DEN,30-01-2025 01:00,30-01-2025 02:30,90.0,Technical,30-01-2025,Major impact,Delayed
DL401,Delta Air Lines,SEA,SFO,23-04-2025 15:45,23-04-2025 16:00,15.0,Crew,23-04-2025,Minimal,Delayed
SW128,American Airlines,LAX,DFW,05-02-2025 22:00,06-02-2025 01:00,180.0,Crew,05-02-2025,Missed connections,Delayed
AA878,JetBlue Airways,JFK,ATL,02-03-2025 18:45,02-03-2025 20:45,120.0,Security,02-03-2025,Major impact,Delayed
AA277,JetBlue Airways,PHX,DEN,26-02-2025 00:30,26-02-2025 02:00,90.0,Crew,26-02-2025,Major impact,Delayed
SW177,Delta Air Lines,LAX,DFW,07-01-2025 06:30,07-01-2025 08:30,120.0,Crew,07-01-2025,Major impact,Delayed
UA371,JetBlue Airways,ATL,DEN,17-01-2025 03:15,17-01-2025 04:00,45.0,Crew,17-01-2025,Moderate,Delayed
UA148,American Airlines,SFO,ORD,09-02-2025 20:30,09-02-2025 22:30,120.0,Crew,09-02-2025,Major impact,Delayed
AA214,Delta Air Lines,DFW,ATL,30-04-2025 22:45,01-05-2025 01:45,180.0,Security,30-04-2025,Missed connections,Delayed
JB851,American Airlines,SEA,MIA,26-04-2025 12:15,26-04-2025 13:00,45.0,Technical,26-04-2025,Moderate,Delayed
DL373,JetBlue Airways,DFW,SFO,19-04-2025 07:30,19-04-2025 07:40,10.0,Security,19-04-2025,Minimal,Delayed
SW551,Southwest Airlines,MIA,ORD,07-03-2025 02:45,07-03-2025 03:00,15.0,Crew,07-03-2025,Minimal,Delayed
AS167,Southwest Airlines,PHX,DFW,27-02-2025 22:00,27-02-2025 23:00,60.0,Technical,27-02-2025,Moderate,Delayed
JB681,JetBlue Airways,SFO,PHX,07-03-2025 04:00,07-03-2025 05:00,60.0,Late Aircraft,07-03-2025,Moderate,Delayed
DL957,Southwest Airlines,LAX,DEN,18-04-2025 14:15,18-04-2025 14:45,30.0,Weather,18-04-2025,Moderate,Delayed
AS331,JetBlue Airways,SEA,ATL,08-03-2025 07:15,08-03-2025 07:25,10.0,Technical,08-03-2025,Minimal,Delayed
AA116,American Airlines,MIA,SFO,01-03-2025 13:45,01-03-2025 13:50,5.0,Security,01-03-2025,Minimal,Delayed
UA765,Delta Air Lines,LAX,PHX,07-04-2025 01:45,07-04-2025 04:45,180.0,Technical,07-04-2025,Major impact,Delayed
SW954,American Airlines,DEN,JFK,26-04-2025 22:00,26-04-2025 23:30,90.0,Late Aircraft,26-04-2025,Missed connections,Delayed
DL388,American Airlines,SEA,PHX,11-02-2025 03:45,11-02-2025 04:30,45.0,Security,11-02-2025,Moderate,Delayed
JB729,American Airlines,DEN,PHX,08-04-2025 06:45,08-04-2025 07:15,30.0,Crew,08-04-2025,Moderate,Delayed
JB543,JetBlue Airways,MIA,PHX,25-04-2025 20:00,25-04-2025 22:00,120.0,Security,25-04-2025,Major impact,Delayed
UA922,JetBlue Airways,SFO,ATL,16-02-2025 14:00,16-02-2025 15:30,90.0,Weather,16-02-2025,Major impact,Delayed
AA235,Southwest Airlines,DEN,MIA,19-04-2025 20:15,19-04-2025 21:00,45.0,Weather,19-04-2025,Moderate,Delayed
AA879,JetBlue Airways,DEN,ATL,01-05-2025 02:45,01-05-2025 05:45,180.0,Crew,01-05-2025,Major impact,Delayed
SW397,Alaska Airlines,LAX,DFW,04-03-2025 09:45,04-03-2025 09:55,10.0,Weather,04-03-2025,Minimal,Delayed
DL266,Delta Air Lines,PHX,SEA,12-02-2025 16:00,12-02-2025 16:45,45.0,Crew,12-02-2025,Moderate,Delayed
DL207,JetBlue Airways,DEN,ORD,17-02-2025 15:00,17-02-2025 18:00,180.0,Technical,17-02-2025,Major impact,Delayed
AS508,Delta Air Lines,DEN,SEA,05-02-2025 01:45,05-02-2025 02:00,15.0,Crew,05-02-2025,Minimal,Delayed
SW281,JetBlue Airways,ATL,PHX,20-03-2025 10:30,20-03-2025 10:40,10.0,Late Aircraft,20-03-2025,Minimal,Delayed
UA332,Southwest Airlines,JFK,DFW,26-01-2025 01:00,26-01-2025 02:30,90.0,Security,26-01-2025,Missed connections,Delayed
AA595,United Airlines,LAX,PHX,15-03-2025 09:30,15-03-2025 10:00,30.0,Technical,15-03-2025,Moderate,Delayed
JB579,Southwest Airlines,PHX,MIA,15-03-2025 06:45,15-03-2025 07:30,45.0,Crew,15-03-2025,Moderate,Delayed
AA523,Alaska Airlines,LAX,PHX,29-04-2025 04:45,29-04-2025 05:30,45.0,Security,29-04-2025,Moderate,Delayed
AS892,American Airlines,JFK,DEN,12-02-2025 01:15,12-02-2025 04:15,180.0,Security,12-02-2025,Missed connections,Delayed
DL170,Southwest Airlines,ORD,DFW,23-04-2025 23:30,24-04-2025 02:30,180.0,Technical,23-04-2025,Missed connections,Delayed
DL530,JetBlue Airways,JFK,SEA,21-04-2025 08:45,21-04-2025 10:15,90.0,Late Aircraft,21-04-2025,Major impact,Delayed
DL491,Alaska Airlines,ORD,SEA,28-04-2025 04:00,28-04-2025 04:05,5.0,Late Aircraft,28-04-2025,Minimal,Delayed
UA821,American Airlines,SFO,DEN,27-02-2025 19:30,27-02-2025 20:30,60.0,Late Aircraft,27-02-2025,Moderate,Delayed
JB287,Alaska Airlines,JFK,LAX,11-03-2025 10:30,11-03-2025 12:30,120.0,Crew,11-03-2025,Major impact,Delayed
JB204,Delta Air Lines,LAX,ATL,13-01-2025 14:45,13-01-2025 14:50,5.0,Technical,13-01-2025,Minimal,Delayed
UA821,Southwest Airlines,SFO,JFK,29-03-2025 22:15,29-03-2025 22:20,5.0,Late Aircraft,29-03-2025,Minimal,Delayed
DL548,United Airlines,PHX,DEN,22-04-2025 01:00,22-04-2025 02:30,90.0,Weather,22-04-2025,Major impact,Delayed
UA319,Alaska Airlines,ATL,SFO,13-04-2025 20:30,13-04-2025 21:30,60.0,Weather,13-04-2025,Moderate,Delayed
AA954,Southwest Airlines,LAX,MIA,01-04-2025 06:15,01-04-2025 09:15,180.0,Weather,01-04-2025,Missed connections,Delayed
JB790,United Airlines,JFK,ORD,27-03-2025 02:00,27-03-2025 03:30,90.0,Crew,27-03-2025,Major impact,Delayed
AS112,Delta Air Lines,PHX,LAX,01-01-2025 08:30,01-01-2025 08:35,5.0,Technical,01-01-2025,Minimal,Delayed
JB726,Alaska Airlines,ORD,LAX,10-01-2025 17:30,10-01-2025 17:40,10.0,Technical,10-01-2025,Minimal,Delayed
UA250,American Airlines,DEN,SEA,10-01-2025 01:00,10-01-2025 03:00,120.0,Security,10-01-2025,Major impact,Delayed
SW602,Southwest Airlines,SFO,ATL,12-02-2025 10:00,12-02-2025 11:00,60.0,Weather,12-02-2025,Moderate,Delayed
DL488,United Airlines,ORD,ATL,26-04-2025 12:15,26-04-2025 14:15,120.0,Security,26-04-2025,Missed connections,Delayed
AS531,Alaska Airlines,JFK,SFO,01-02-2025 00:45,01-02-2025 01:15,30.0,Weather,01-02-2025,Moderate,Delayed
AA190,Southwest Airlines,SFO,MIA,29-01-2025 04:00,29-01-2025 05:00,60.0,Late Aircraft,29-01-2025,Moderate,Delayed
JB669,JetBlue Airways,SEA,DEN,20-04-2025 18:15,20-04-2025 19:45,90.0,Crew,20-04-2025,Major impact,Delayed
DL963,Delta Air Lines,SFO,ATL,13-04-2025 00:15,13-04-2025 01:15,60.0,Security,13-04-2025,Moderate,Delayed
UA573,Southwest Airlines,JFK,DFW,01-01-2025 14:00,01-01-2025 15:00,60.0,Technical,01-01-2025,Moderate,Delayed
JB106,Delta Air Lines,DFW,SEA,31-03-2025 05:00,31-03-2025 05:15,15.0,Weather,31-03-2025,Minimal,Delayed
JB904,American Airlines,MIA,SEA,03-04-2025 00:30,03-04-2025 02:00,90.0,Weather,03-04-2025,Major impact,Delayed
DL648,United Airlines,DEN,PHX,12-03-2025 02:30,12-03-2025 04:30,120.0,Late Aircraft,12-03-2025,Major impact,Delayed
AS718,Delta Air Lines,LAX,PHX,18-02-2025 19:15,18-02-2025 21:15,120.0,Technical,18-02-2025,Missed connections,Delayed
UA987,American Airlines,LAX,PHX,18-01-2025 05:45,18-01-2025 05:50,5.0,Technical,18-01-2025,Minimal,Delayed
JB401,JetBlue Airways,ATL,ORD,18-01-2025 21:15,18-01-2025 21:25,10.0,Crew,18-01-2025,Minimal,Delayed
UA770,Delta Air Lines,ATL,PHX,06-04-2025 03:00,06-04-2025 04:00,60.0,Security,06-04-2025,Moderate,Delayed
AS812,Delta Air Lines,DFW,ATL,17-01-2025 22:45,17-01-2025 23:00,15.0,Weather,17-01-2025,Minimal,Delayed
SW464,Southwest Airlines,PHX,LAX,20-03-2025 17:15,20-03-2025 17:25,10.0,Weather,20-03-2025,Minimal,Delayed
AS643,Delta Air Lines,LAX,JFK,03-02-2025 07:30,03-02-2025 09:00,90.0,Late Aircraft,03-02-2025,Major impact,Delayed
AA920,Delta Air Lines,LAX,SEA,04-03-2025 00:00,04-03-2025 03:00,180.0,Crew,04-03-2025,Missed connections,Delayed
SW571,American Airlines,SFO,DFW,31-03-2025 12:15,31-03-2025 15:15,180.0,Late Aircraft,31-03-2025,Missed connections,Delayed
DL801,United Airlines,PHX,DFW,02-04-2025 07:45,02-04-2025 08:30,45.0,Security,02-04-2025,Moderate,Delayed
SW294,Delta Air Lines,ATL,SEA,18-01-2025 13:00,18-01-2025 13:15,15.0,Crew,18-01-2025,Minimal,Delayed
SW781,Delta Air Lines,DEN,PHX,31-03-2025 10:30,31-03-2025 10:40,10.0,Security,31-03-2025,Minimal,Delayed
AS140,JetBlue Airways,SEA,LAX,05-04-2025 19:45,05-04-2025 20:15,30.0,Crew,05-04-2025,Moderate,Delayed
AS186,Alaska Airlines,PHX,SFO,03-02-2025 07:15,03-02-2025 07:45,30.0,Technical,03-02-2025,Moderate,Delayed
UA571,Delta Air Lines,DEN,JFK,16-02-2025 17:15,16-02-2025 18:00,45.0,Technical,16-02-2025,Moderate,Delayed
SW845,JetBlue Airways,MIA,SFO,14-04-2025 02:45,14-04-2025 03:30,45.0,Technical,14-04-2025,Moderate,Delayed
